datasize,repetitions,total time,time/repetition,Mb/second,name of test,timestamp of testrun
0,1000,0.000000,0.000000,0.000000,test_Allgather,2009-12-17 00-43-30
1,1000,0.000000,0.000000,0.000000,test_Allgather,2009-12-17 00-43-30
2,1000,4.826335,0.004826,0.000395,test_Allgather,2009-12-17 00-43-30

