datasize,repetitions,total time,time/repetition,Mb/second,name of test,timestamp of testrun
0,1000,0.000000,0.000000,0.000000,test_Allgather,2009-12-17 00-51-38
1,1000,0.000000,0.000000,0.000000,test_Allgather,2009-12-17 00-51-38
2,1000,5.346895,0.005347,0.000357,test_Allgather,2009-12-17 00-51-38

